ticker_symbol,company_name,day_date,close_value,volume,open_value,high_value,low_value,month_day,Unnamed: 0,date,text,news_sentiment
MSFT,Microsoft,2019-01-01,101.57,33161320,101.29,102.4,100.44,01-01,0.0,0,0,0.0
MSFT,Microsoft,2019-01-02,101.12,35145360,99.55,101.75,98.94,01-02,1246.0,2020-01-02 00:00:00,emerging detail suggest former nissan renault chairman owes arrival lebanon escape plan grand scale carlos ghosn flee japan,1.0
MSFT,Microsoft,2019-01-03,97.4,42111650,100.1,100.185,97.2,01-03,0.0,0,0,0.0
MSFT,Microsoft,2019-01-04,101.93,43982700,99.72,102.51,98.93,01-04,0.0,0,0,0.0
MSFT,Microsoft,2019-01-05,101.93,43982700,99.72,102.51,98.93,01-05,0.0,0,0,0.0
MSFT,Microsoft,2019-01-06,101.93,43982700,99.72,102.51,98.93,01-06,0.0,0,0,0.0
MSFT,Microsoft,2019-01-07,102.06,35567820,101.64,103.2681,100.98,01-07,1247.0,2020-01-07 00:00:00,maker home speaker said google amazon stole technology abused power could risk suing one sonos squeezed tech giant sue google,0.0
MSFT,Microsoft,2019-01-07,102.06,35567820,101.64,103.2681,100.98,01-07,1238.0,2020-01-07 00:00:00,company said would remove video altered artificial intelligence way meant mislead viewer facebook say ban ‘deepfakes’,-1.0
MSFT,Microsoft,2019-01-08,102.8,31322920,103.04,103.97,101.7134,01-08,1229.0,2020-01-08 00:00:00,stock rallied oil fell became clear iran united state backing away confrontation stock rally iran worry ease corporate outlook brightens,1.0
MSFT,Microsoft,2019-01-09,104.27,32261890,103.86,104.88,103.2445,01-09,1230.0,2020-01-09 00:00:00,sp added nearly percent rally thanks combination low interest rate receding economic risk u stock sweet spot hit record,1.0
MSFT,Microsoft,2019-01-10,103.6,29978930,103.22,103.75,102.38,01-10,1241.0,2020-01-10 00:00:00,university investigated history mr epstein joichi ito face prominent medium lab program acknowledged receiving money convicted sex offender jeffrey epstein gave mit administrator knew,1.0
MSFT,Microsoft,2019-01-11,102.8,28235260,103.19,103.44,101.64,01-11,0.0,0,0,0.0
MSFT,Microsoft,2019-01-12,102.8,28235260,103.19,103.44,101.64,01-12,0.0,0,0,0.0
MSFT,Microsoft,2019-01-13,102.8,28235260,103.19,103.44,101.64,01-13,1242.0,2020-01-13 00:00:00,people think phil hogan’s blunt style advantage dealing trump white house making first official trip washington week new eu trade chief quest fix relation u,1.0
MSFT,Microsoft,2019-01-14,102.05,27194560,101.9,102.8716,101.26,01-14,0.0,0,0,0.0
MSFT,Microsoft,2019-01-15,105.01,31537490,102.51,105.05,101.88,01-15,1243.0,2020-01-15 00:00:00,subscription service like netflix google drive convenient lose control content data here’s take back we’re living subscription world here’s navigate,0.0
MSFT,Microsoft,2019-01-16,105.38,29655860,105.26,106.255,104.96,01-16,1223.0,2020-01-16 00:00:00,sp nasdaq russell record territory stock continue record climb earnings overshadow impeachment,0.0
MSFT,Microsoft,2019-01-16,105.38,29655860,105.26,106.255,104.96,01-16,1225.0,2020-01-16 00:00:00,internet search giant became fourth tech company — apple amazon microsoft — reach market milestone google reach trillion value even face new test,1.0
MSFT,Microsoft,2019-01-17,106.12,27151570,105.0,106.625,104.76,01-17,1226.0,2020-01-17 00:00:00,homerental company plan consider need investor corporate governance — factor employee pay airbnb imago ‘stakeholder’ world,0.0
MSFT,Microsoft,2019-01-17,106.12,27151570,105.0,106.625,104.76,01-17,1236.0,2020-01-17 00:00:00,two new book examine digital technology transforming business economy look resulting ethical regulatory concern review competing digital age,1.0
MSFT,Microsoft,2019-01-18,107.71,37299850,107.46,107.9,105.91,01-18,0.0,0,0,0.0
MSFT,Microsoft,2019-01-19,107.71,37299850,107.46,107.9,105.91,01-19,0.0,0,0,0.0
MSFT,Microsoft,2019-01-20,107.71,37299850,107.46,107.9,105.91,01-20,1231.0,2020-01-20 00:00:00,desire offend potential customer divided nation well wariness president trump’s twitter account mean fewer topical ad impeachment news ad staying away politics,-1.0
MSFT,Microsoft,2019-01-20,107.71,37299850,107.46,107.9,105.91,01-20,1233.0,2020-01-20 00:00:00,ceo come accept president spite populist view governancebytwitter style tax cut record stock market speak volume davos plutocrat warm trump,1.0
MSFT,Microsoft,2019-01-20,107.71,37299850,107.46,107.9,105.91,01-20,1234.0,2020-01-20 00:00:00,like trump india pressuring mr bezos’ business leader become nationalistic toward foreign company news medium india target jeff bezos amazon washington post,-1.0
MSFT,Microsoft,2019-01-21,107.71,37299850,107.46,107.9,105.91,01-21,0.0,0,0,0.0
MSFT,Microsoft,2019-01-22,105.68,32092050,106.75,107.1,104.86,01-22,1245.0,2020-01-22 00:00:00,new report say amazon chief’s device attacked using malware sent whatsapp account tied prince mohammed bin salman saudi arabia’s de facto ruler jeff bezos’s lesson beware whatsapp account tied mb,1.0
MSFT,Microsoft,2019-01-22,105.68,32092050,106.75,107.1,104.86,01-22,1237.0,2020-01-22 00:00:00,chief executive could get stock award worth hundred million carmaker’s market capitalization sustained month ahead tesla value hit billion elon musk get big bonus,1.0
MSFT,Microsoft,2019-01-22,105.68,32092050,106.75,107.1,104.86,01-22,1222.0,2020-01-22 00:00:00,voiceactivated helper automate life’s little chore get hang put alexa siri work,-1.0
MSFT,Microsoft,2019-01-23,106.71,25512110,106.12,107.04,105.34,01-23,1240.0,2020-01-23 00:00:00,davos business leader newly vocal danger though gave detail would reform practice big business say tackle climate change,1.0
MSFT,Microsoft,2019-01-23,106.71,25512110,106.12,107.04,105.34,01-23,1224.0,2020-01-23 00:00:00,china close city affected growing viral outbreak business leader world economic forum fear replay sars epidemic fear new coronavirus grip davos,1.0
MSFT,Microsoft,2019-01-24,106.2,23125910,106.86,107.0,105.34,01-24,1235.0,2020-01-24 00:00:00,tech giant begun charging u law enforcement response search warrant subpoena search warrant data google want pay,0.0
MSFT,Microsoft,2019-01-25,107.17,31182240,107.24,107.88,106.59,01-25,0.0,0,0,0.0
MSFT,Microsoft,2019-01-26,107.17,31182240,107.24,107.88,106.59,01-26,0.0,0,0,0.0
MSFT,Microsoft,2019-01-27,107.17,31182240,107.24,107.88,106.59,01-27,0.0,0,0,0.0
MSFT,Microsoft,2019-01-28,105.08,29402020,106.26,106.48,104.66,01-28,0.0,0,0,0.0
MSFT,Microsoft,2019-01-29,102.94,31262200,104.88,104.97,102.17,01-29,0.0,0,0,0.0
MSFT,Microsoft,2019-01-30,106.38,47203190,104.62,106.38,104.33,01-30,1244.0,2020-01-30 00:00:00,tesla reported million quarterly profit yesterday convincing backer company solved problem — doubter aren’t convinced elon musk hit back critic,1.0
MSFT,Microsoft,2019-01-30,106.38,47203190,104.62,106.38,104.33,01-30,1232.0,2020-01-30 00:00:00,internet giant posted increase revenue profit shopper flocked holiday season amazon power ahead robust profit,0.0
MSFT,Microsoft,2019-01-30,106.38,47203190,104.62,106.38,104.33,01-30,1227.0,2020-01-30 00:00:00,global stock fell economist revised outlook impact virus sp slightly end day wall st shrug risk related viral outbreak china,-1.0
MSFT,Microsoft,2019-01-30,106.38,47203190,104.62,106.38,104.33,01-30,1239.0,2020-01-30 00:00:00,arvind krishna led company’s cloud computing business named new chief executive ginni rometty step ceo ibm,1.0
MSFT,Microsoft,2019-01-31,104.43,55442870,103.8,105.22,103.18,01-31,1228.0,2020-01-31 00:00:00,internet juggernaut enjoyed stunning quarter nearly every business worked result increased jeff bezos’ wealth billion minute amazon keep defying gravity,1.0
MSFT,Microsoft,2019-02-01,102.78,35243730,103.775,104.0999,102.35,02-01,0.0,0,0,0.0
MSFT,Microsoft,2019-02-02,102.78,35243730,103.775,104.0999,102.35,02-02,1269.0,2020-02-02 00:00:00,uplifting spot major brand stayed away divisive issue tv’s biggest ad day trump bloomberg crashed party super bowl commercial funeral mr peanut tear google,1.0
MSFT,Microsoft,2019-02-03,102.78,35243730,103.775,104.0999,102.35,02-03,0.0,0,0,0.0
MSFT,Microsoft,2019-02-04,105.74,31216260,102.87,105.8,102.77,02-04,1272.0,2020-02-04 00:00:00,alphabet unexpectedly disclosed much revenue video platform collected last year distraction result didn’t meet investor expectation peek inside youtube’s money machine,1.0
MSFT,Microsoft,2019-02-04,105.74,31216260,102.87,105.8,102.77,02-04,1253.0,2020-02-04 00:00:00,despite regulatory scrutiny pressure lawmaker industry’s wealthiest continuing grow remarkable speed big company gap have havenots tech widens,1.0
MSFT,Microsoft,2019-02-05,107.22,27270810,106.06,107.27,105.96,02-05,1271.0,2020-02-05 00:00:00,social network facebook bought billion reportedly collected billion ad revenue last year — surpassing youtube’s ad sale instagram steal century,1.0
MSFT,Microsoft,2019-02-05,107.22,27270810,106.06,107.27,105.96,02-05,1265.0,2020-02-05 00:00:00,marketer across country main action took place field desperately running number see brand broke noise super bowl’s real winner … bill murray,1.0
MSFT,Microsoft,2019-02-06,106.03,20577980,107.0,107.0,105.53,02-06,0.0,0,0,0.0
MSFT,Microsoft,2019-02-07,105.27,29735930,105.185,105.59,104.29,02-07,1264.0,2020-02-07 00:00:00,conference berlin tech outfit around world eager business law enforcement week tech company make pitch police,0.0
MSFT,Microsoft,2019-02-08,105.67,21453990,104.39,105.78,104.2603,02-08,0.0,0,0,0.0
MSFT,Microsoft,2019-02-09,105.67,21453990,104.39,105.78,104.2603,02-09,0.0,0,0,0.0
MSFT,Microsoft,2019-02-10,105.67,21453990,104.39,105.78,104.2603,02-10,1252.0,2020-02-10 00:00:00,pentagon said “strongly opposes” request internet giant challenging awarding defense contract microsoft amazon look question trump pentagon contracting case,1.0
MSFT,Microsoft,2019-02-11,105.25,18753750,106.2,106.58,104.965,02-11,1251.0,2020-02-11 00:00:00,agency ordered amazon apple facebook alphabet microsoft turn decade’s worth information small acquisition ftc broadens review tech giant homing deal,1.0
MSFT,Microsoft,2019-02-11,105.25,18753750,106.2,106.58,104.965,02-11,1257.0,2020-02-11 00:00:00,federal judge expected approve billion deal imminently banker happy california new york official much winner loser tmobile sprint’s merger saga,1.0
MSFT,Microsoft,2019-02-12,106.89,25018670,106.14,107.14,105.48,02-12,1275.0,2020-02-12 00:00:00,bernie sander emerged victorious new hampshire’s democratic primary moderate supporter including prominent business chief starting sweat business worried bernie,1.0
MSFT,Microsoft,2019-02-13,106.81,18337830,107.5,107.78,106.71,02-13,1273.0,2020-02-13 00:00:00,washington hand see judy shelton darkhorse candidate become chairwoman — others think central bank veteran still favorite next leader fed,1.0
MSFT,Microsoft,2019-02-13,106.81,18337830,107.5,107.78,106.71,02-13,1249.0,2020-02-13 00:00:00,judge ordered work stop cloudcomputing contract pentagon amazon’s legal challenge resolved judge halt work microsoft’s jedi contract victory amazon,1.0
MSFT,Microsoft,2019-02-14,106.9,21745770,106.31,107.29,105.66,02-14,1254.0,2020-02-14 00:00:00,amazing may sound phone maker adding fancy new camera week tech smartphones interesting,1.0
MSFT,Microsoft,2019-02-14,106.9,21745770,106.31,107.29,105.66,02-14,1260.0,2020-02-14 00:00:00,airline pledge spend least billion buy emission offset invest efficient plane new fuel source carboncapture technology delta plan go carbon neutral yes read right,1.0
MSFT,Microsoft,2019-02-14,106.9,21745770,106.31,107.29,105.66,02-14,1263.0,2020-02-14 00:00:00,amazon leader reached deal warner estate beverly hill david geffen owned since jeff bezos buying million estate california record,0.0
MSFT,Microsoft,2019-02-15,108.22,26589160,107.91,108.3,107.3624,02-15,0.0,0,0,0.0
MSFT,Microsoft,2019-02-16,108.22,26589160,107.91,108.3,107.3624,02-16,0.0,0,0,0.0
MSFT,Microsoft,2019-02-17,108.22,26589160,107.91,108.3,107.3624,02-17,1268.0,2020-02-17 00:00:00,world’s richest man unveiled fund help climate scientist activist escalation philanthropic effort jeff bezos commits billion address climate change,0.0
MSFT,Microsoft,2019-02-17,108.22,26589160,107.91,108.3,107.3624,02-17,1256.0,2020-02-17 00:00:00,developer offering physical twist keep traditional fan interested draw new one bored workout video game maker want get player couch,-1.0
MSFT,Microsoft,2019-02-18,108.22,26589160,107.91,108.3,107.3624,02-18,0.0,0,0,0.0
MSFT,Microsoft,2019-02-19,108.17,17982860,107.79,108.66,107.78,02-19,1261.0,2020-02-19 00:00:00,michael milken among “who’s whitecollar criminals” given official reprieve president trump presidential pardon ‘junk bond king’,0.0
MSFT,Microsoft,2019-02-19,108.17,17982860,107.79,108.66,107.78,02-19,1250.0,2020-02-19 00:00:00,european union outlined proposal bolster digital economy keep overly reliant foreign company cracking company europe overrun foreign tech giant want grow,-1.0
MSFT,Microsoft,2019-02-20,107.15,21603580,107.86,107.94,106.29,02-20,1266.0,2020-02-20 00:00:00,lawsuit say google top tech brand public school used educational product spy student new mexico sue google children’s privacy violation,1.0
MSFT,Microsoft,2019-02-21,109.41,28856200,106.9,109.48,106.87,02-21,0.0,0,0,0.0
MSFT,Microsoft,2019-02-22,110.97,27746840,110.05,111.2,109.82,02-22,0.0,0,0,0.0
MSFT,Microsoft,2019-02-23,110.97,27746840,110.05,111.2,109.82,02-23,0.0,0,0,0.0
MSFT,Microsoft,2019-02-24,110.97,27746840,110.05,111.2,109.82,02-24,1270.0,2020-02-24 00:00:00,“when seeking director ceo don’t look pit bulls” mr buffett wrote latest shareholder letter “it’s cocker spaniel get taken home” warren buffett problem ‘independent’ director,1.0
MSFT,Microsoft,2019-02-25,111.59,23723500,111.76,112.18,111.26,02-25,0.0,0,0,0.0
MSFT,Microsoft,2019-02-26,112.36,21513210,111.26,113.24,111.17,02-26,1255.0,2020-02-26 00:00:00,outbreak virus outside china sparked concern among investor global economic damage stock fall coronavirus spread,1.0
MSFT,Microsoft,2019-02-26,112.36,21513210,111.26,113.24,111.17,02-26,1248.0,2020-02-26 00:00:00,tech giant said virus causing issue supply chain week apple said facing similar problem microsoft issue financial warning coronavirus,0.0
MSFT,Microsoft,2019-02-27,112.17,21471170,111.69,112.36,110.88,02-27,1262.0,2020-02-27 00:00:00,digital service churned world’s computer center multiplying energy use thanks cloud computing new study say cloud computing energy hog feared,1.0
MSFT,Microsoft,2019-02-27,112.17,21471170,111.69,112.36,110.88,02-27,1274.0,2020-02-27 00:00:00,quarantine travel ban bad deal maker rely inperson schmoozing banker around world prevented meeting client company telling employee coronavirus,-1.0
MSFT,Microsoft,2019-02-27,112.17,21471170,111.69,112.36,110.88,02-27,1267.0,2020-02-27 00:00:00,virus spread country put pressure business supply chain around world coronavirus fear drive stock th day correction,0.0
MSFT,Microsoft,2019-02-28,112.03,28948570,112.04,112.88,111.73,02-28,1259.0,2020-02-28 00:00:00,whether economy slide recession may determined way business react outbreak bad could get company gauge coronavirus impact,-1.0
MSFT,Microsoft,2019-02-28,112.03,28948570,112.04,112.88,111.73,02-28,1276.0,2020-02-28 00:00:00,longer coronavirus outbreak go greater chance forgone economic activity lost forever that’s driving selloff selling get serious,1.0
MSFT,Microsoft,2019-02-28,112.03,28948570,112.04,112.88,111.73,02-28,1277.0,2020-02-28 00:00:00,investor betting help government central bank last week’s share tumble economic indicator flash warning sign asian market seesaw bond rise coronavirus fear linger,1.0
MSFT,Microsoft,2019-02-28,112.03,28948570,112.04,112.88,111.73,02-28,1258.0,2020-02-28 00:00:00,company telling investor sale slumping outbreak conference canceled worker instructed travel week tech coronavirus disrupts industry,0.0
MSFT,Microsoft,2019-03-01,112.53,20821260,112.89,113.02,111.665,03-01,0.0,0,0,0.0
MSFT,Microsoft,2019-03-02,112.53,20821260,112.89,113.02,111.665,03-02,1296.0,2020-03-02 00:00:00,virtual shutdown one world’s biggest economy hurting business around globe multinational firm truck driver tour guide china stopped economy tackle coronavirus world suffers,-1.0
MSFT,Microsoft,2019-03-03,112.53,20821260,112.89,113.02,111.665,03-03,0.0,0,0,0.0
MSFT,Microsoft,2019-03-04,112.26,25869380,113.02,113.25,110.8,03-04,0.0,0,0,0.0
MSFT,Microsoft,2019-03-05,111.7,19090780,112.25,112.39,111.23,03-05,1293.0,2020-03-05 00:00:00,bring trailer registered bidder listed car banner traditional auction market show sign cooling chatty auction site taking classic car world storm,1.0
MSFT,Microsoft,2019-03-05,111.7,19090780,112.25,112.39,111.23,03-05,1282.0,2020-03-05 00:00:00,deadly disease arrived office employer figuring adapt workplace v coronavirus ‘no one playbook this’,-1.0
MSFT,Microsoft,2019-03-05,111.7,19090780,112.25,112.39,111.23,03-05,1291.0,2020-03-05 00:00:00,company buy insurance usually pay halt operation it’s usually physical damage outbreak coronavirus cost business billion insurance may help,-1.0
MSFT,Microsoft,2019-03-06,111.75,17651130,111.87,112.66,111.43,03-06,1295.0,2020-03-06 00:00:00,wideranging eyeopening interview david calhoun plane maker’s new chief took direct shot dennis muilenburg max crisis boeing’s ceo throw predecessor plane,1.0
MSFT,Microsoft,2019-03-06,111.75,17651130,111.87,112.66,111.43,03-06,1287.0,2020-03-06 00:00:00,telling employee work home bearing misinformation removal coronavirus affecting industry week tech welcome age mandatory videoconferencing,1.0
MSFT,Microsoft,2019-03-07,110.39,25320540,111.4,111.55,109.865,03-07,0.0,0,0,0.0
MSFT,Microsoft,2019-03-08,110.51,22803110,109.16,110.71,108.8,03-08,1290.0,2020-03-08 00:00:00,secret lab magic cure government plot despite effort social medium company stop false information coronavirus proliferating around world surge virus misinformation stump facebook twitter,-1.0
MSFT,Microsoft,2019-03-09,110.51,22803110,109.16,110.71,108.8,03-09,0.0,0,0,0.0
MSFT,Microsoft,2019-03-10,110.51,22803110,109.16,110.71,108.8,03-10,0.0,0,0,0.0
MSFT,Microsoft,2019-03-11,112.83,24525610,110.99,112.95,110.98,03-11,1292.0,2020-03-11 00:00:00,samsung want excite offering device foldable screen bad it’s tedious use bulky pocket samsung galaxy z flip review folding phone that’s dud,-1.0
MSFT,Microsoft,2019-03-11,112.83,24525610,110.99,112.95,110.98,03-11,1297.0,2020-03-11 00:00:00,we’ll hearing lot idea plowing taxpayer money u economy outbreak spread coronavirus damage spread talk turn bailouts,0.0
MSFT,Microsoft,2019-03-12,113.62,26103480,112.82,113.99,112.6499,03-12,0.0,0,0,0.0
MSFT,Microsoft,2019-03-13,114.5,35311160,114.13,115.0,113.78,03-13,1279.0,2020-03-13 00:00:00,mr gate founded company paul allen four decade ago also step board berkshire hathaway bill gate stepping microsoft’s board,0.0
MSFT,Microsoft,2019-03-13,114.5,35311160,114.13,115.0,113.78,03-13,1298.0,2020-03-13 00:00:00,trillion dollar market value erased several global exchange suffered steepest fall since black monday crash market’s worst day decade go,-1.0
MSFT,Microsoft,2019-03-13,114.5,35311160,114.13,115.0,113.78,03-13,1281.0,2020-03-13 00:00:00,action came amazon contended lost deal potential interference president trump pentagon asks reconsider awarding huge cloud contract amazon,1.0
MSFT,Microsoft,2019-03-14,114.59,30414810,114.54,115.2,114.33,03-14,0.0,0,0,0.0
MSFT,Microsoft,2019-03-15,115.91,54025470,115.34,117.25,114.59,03-15,1278.0,2020-03-15 00:00:00,executive headquarters mile one country’s worst coronavirus outbreak among first confront impact ahead pack microsoft told worker stay home,-1.0
MSFT,Microsoft,2019-03-16,115.91,54025470,115.34,117.25,114.59,03-16,1299.0,2020-03-16 00:00:00,central bank reopening crisis playbook coronavirus brings economy halt fighting pandemic isn’t mortgage meltdown big bet may enough,0.0
MSFT,Microsoft,2019-03-17,115.91,54025470,115.34,117.25,114.59,03-17,0.0,0,0,0.0
MSFT,Microsoft,2019-03-18,117.57,31098780,116.17,117.61,116.05,03-18,0.0,0,0,0.0
MSFT,Microsoft,2019-03-19,117.65,35304130,118.09,118.44,116.99,03-19,0.0,0,0,0.0
MSFT,Microsoft,2019-03-20,117.52,26110540,117.39,118.75,116.71,03-20,1294.0,2020-03-20 00:00:00,little doubt severe economic downturn awaits bad get depends nature government response coronavirus bailouts begin take shape,-1.0
MSFT,Microsoft,2019-03-21,120.22,29747140,117.135,120.82,117.09,03-21,0.0,0,0,0.0
MSFT,Microsoft,2019-03-22,117.05,32346990,119.5,119.59,117.04,03-22,0.0,0,0,0.0
MSFT,Microsoft,2019-03-23,117.05,32346990,119.5,119.59,117.04,03-23,1300.0,2020-03-23 00:00:00,live update stock market business news coronavirus outbreak grim news blunts federal reserve’s crisis response,-1.0
MSFT,Microsoft,2019-03-23,117.05,32346990,119.5,119.59,117.04,03-23,1283.0,2020-03-23 00:00:00,amazon hiring aggressively meet customer demand traffic soared facebook youtube cloud computing become essential home worker big tech could emerge coronavirus crisis stronger ever,0.0
MSFT,Microsoft,2019-03-23,117.05,32346990,119.5,119.59,117.04,03-23,1280.0,2020-03-23 00:00:00,technology amazon apple google ibm microsoft misidentified percent word people black white people fared much better racial divide speechrecognition system researcher say,1.0
MSFT,Microsoft,2019-03-24,117.05,32346990,119.5,119.59,117.04,03-24,0.0,0,0,0.0
MSFT,Microsoft,2019-03-25,117.66,26641480,116.56,118.01,116.3224,03-25,0.0,0,0,0.0
MSFT,Microsoft,2019-03-26,117.91,25986230,118.62,118.705,116.85,03-26,1285.0,2020-03-26 00:00:00,people going online pandemic internet traffic exploded that’s taking toll download speed video quality surging traffic slowing internet,0.0
MSFT,Microsoft,2019-03-27,116.77,22669440,117.875,118.21,115.5215,03-27,1286.0,2020-03-27 00:00:00,dependent technology ever handle strain week tech we’re testing much internet handle,1.0
MSFT,Microsoft,2019-03-27,116.77,22669440,117.875,118.21,115.5215,03-27,1284.0,2020-03-27 00:00:00,strategy could inspire donor want know quickest way ensure dollar biggest impact philanthropist helping crisis,0.0
